CAMIS,DBA,BORO,BUILDING,STREET,CITY,STATE,ZIPCODE,PHONE,CUISINECODE,FULL_ADDR
41641837,JOE'S PIZZERIA RESTAURANT & DELI,4,6116,FLUSHING AVENUE,MASPETH,NY,11378,7188943661,62,"6116 FLUSHING AVENUE, MASPETH, NY 11378"
41661510,MAMA MIA PIZZA,4,6635,GRAND AVE,MASPETH,NY,11378,7182052003,63,"6635 GRAND AVE, MASPETH, NY 11378"
41672387,FRANKY'S PIZZERIA,4,5220,FLUSHING AVENUE,MASPETH,NY,11378,7188218300,63,"5220 FLUSHING AVENUE, MASPETH, NY 11378"
41678896,99 PIZZA DEALZ,4,6610,GRAND AVENUE,MASPETH,NY,11378,7185075099,62,"6610 GRAND AVENUE, MASPETH, NY 11378"
41695476,CROWN PALACE,4,63-12,FLUSHING AVENUE,MASPETH,NY,11378,7188942392,20,"63-12 FLUSHING AVENUE, MASPETH, NY 11378"
40363565,P & C BAGELS,4,79-05,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7183268510,07,"79-05 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
40378719,THE CLUBHOUSE,4,61-21,FRESH POND ROAD,MIDDLE VILLAGE,NY,11379,7188218228,03,"61-21 FRESH POND ROAD, MIDDLE VILLAGE, NY 11379"
40380422,CARLOS PIZZA,4,74-02,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7188947915,62,"74-02 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
40395906,ROSA #2 PIZZERIA,4,7559,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7188944707,63,"7559 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
40680622,JOHN'S BAR,4,64-63,DRY HARBOR ROAD,MIDDLE VILLAGE,NY,11379,9172820492,03,"64-63 DRY HARBOR ROAD, MIDDLE VILLAGE, NY 11379"
40705733,HARBOR PIZZA,4,64-60,DRY HARBOR ROAD,MIDDLE VILLAGE,NY,11379,7184162139,62,"64-60 DRY HARBOR ROAD, MIDDLE VILLAGE, NY 11379"
40715808,"PIZZA HUT, KENTUCKY FRIED CHICKEN",4,62-02,FRESH POND ROAD,MIDDLE VILLAGE,NY,11379,7186288700,18,"62-02 FRESH POND ROAD, MIDDLE VILLAGE, NY 11379"
40728543,P.J. QUINN'S,4,6732,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7188218637,47,"6732 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
40745610,MILAN SPORT,4,73-11,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7187023888,48,"73-11 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
40762630,BURGER KING/METRO MALL,4,66-26,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7184176766,39,"66-26 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
40783748,PHILLIES PIZZERIA II,4,74-02,ELIOT AVENUE,MIDDLE VILLAGE,NY,11379,7183971340,63,"74-02 ELIOT AVENUE, MIDDLE VILLAGE, NY 11379"
40790430,DANNY BOYS,4,64-56,DRY HARBOR ROAD,MIDDLE VILLAGE,NY,11379,7188943488,03,"64-56 DRY HARBOR ROAD, MIDDLE VILLAGE, NY 11379"
40810476,FUNTOPIA USA,4,66-26,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7183814300,03,"66-26 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
40821355,THE LITTLE SWEET SHOPPE,4,74-01D,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7183263889,43,"74-01D METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
40867359,WENDY'S,4,61-11,FRESH POND RD,MIDDLE VILLAGE,NY,11379,7188210225,39,"61-11 FRESH POND RD, MIDDLE VILLAGE, NY 11379"
41041936,ANDREW'S PIZZERIA,4,79-22,ELIOT AVENUE,MIDDLE VILLAGE,NY,11379,7184581481,63,"79-22 ELIOT AVENUE, MIDDLE VILLAGE, NY 11379"
41075312,STEVE'S PIZZA PLACE,4,8218,ELIOT AVENUE,MIDDLE VILLAGE,NY,11379,7188994751,62,"8218 ELIOT AVENUE, MIDDLE VILLAGE, NY 11379"
41108966,SUBWAY,4,7264,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7183265497,69,"7264 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41125764,DUNKIN' DONUTS,4,75-13,METROPOLITAN AVE FL 1,MIDDLE VILLAGE,NY,11379,7183267837,29,"75-13 METROPOLITAN AVE FL 1, MIDDLE VILLAGE, NY 11379"
41184984,DOLCI BAKE SHOP,4,74-09,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7188943192,08,"74-09 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41190814,ARBY'S,4,69-24,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7188940485,69,"69-24 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41191417,UVARARA,4,79-28,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7188940052,48,"79-28 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41201903,GOLDEN HARBOR RESTAURANT,4,82-16,63 AVENUE,MIDDLE VILLAGE,NY,11379,7183351888,20,"82-16 63 AVENUE, MIDDLE VILLAGE, NY 11379"
41238080,TIRAMISU,4,64-54,DRY HARBOR ROAD,MIDDLE VILLAGE,NY,11379,7188946060,14,"64-54 DRY HARBOR ROAD, MIDDLE VILLAGE, NY 11379"
41249655,NEW TOYO JAPANESE RESTAURANT,4,73-06,METROPOLITAN AVE,MIDDLE VILLAGE,NY,11379,7188948880,49,"73-06 METROPOLITAN AVE, MIDDLE VILLAGE, NY 11379"
41253018,VILLAGE GOURMET,4,79-16,ELIOT AVENUE,MIDDLE VILLAGE,NY,11379,7184578936,27,"79-16 ELIOT AVENUE, MIDDLE VILLAGE, NY 11379"
41256924,FONG KWAN KITCHEN,4,65-48,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7184974461,20,"65-48 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41275441,JADE BAMBOO,4,64-72,DRY HARBOR RD,MIDDLE VILLAGE,NY,11379,7183263998,22,"64-72 DRY HARBOR RD, MIDDLE VILLAGE, NY 11379"
41275716,BLOOMBERG,4,66-26,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,2126476565,03,"66-26 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41278255,METRO DINER,4,73-24,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7183267402,03,"73-24 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41291199,PAT'S SPORTS BAR,4,73-13,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7188940907,03,"73-13 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41421772,LA BELLA CUCINA,4,69-61,JUNIPER BLVD SOUTH,MIDDLE VILLAGE,NY,11379,7188948191,48,"69-61 JUNIPER BLVD SOUTH, MIDDLE VILLAGE, NY 11379"
41428580,BUON GELATO AND EURO BAR,4,74-02,ELIOT AVENUE,MIDDLE VILLAGE,NY,11379,7184782200,48,"74-02 ELIOT AVENUE, MIDDLE VILLAGE, NY 11379"
41452979,FRAMBOISE BAKESHOP,4,64-59,DRY HARBOR ROAD,MIDDLE VILLAGE,NY,11379,7183261579,08,"64-59 DRY HARBOR ROAD, MIDDLE VILLAGE, NY 11379"
41475948,NEW CHINA,4,74-19,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7183261983,20,"74-19 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41478600,RALPH'S FAMOUS ITALIAN ICES,4,73-03,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,6317477809,43,"73-03 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41514283,LIN'S NEW HONG KONG KITCHEN,4,84-46,ELIOT AVENUE,MIDDLE VILLAGE,NY,11379,7188031501,20,"84-46 ELIOT AVENUE, MIDDLE VILLAGE, NY 11379"
41555098,NEW LI WAN RESTAURANT,4,64-28,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,6466622372,20,"64-28 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41559846,DUNKIN DONUTS,4,6122,FRESH POND ROAD,MIDDLE VILLAGE,NY,11379,7184182393,14,"6122 FRESH POND ROAD, MIDDLE VILLAGE, NY 11379"
41599900,GREEN LEAF CHINESE AND THAI CUISINE,4,72-60,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7188942228,20,"72-60 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41629073,LAS TIAS BAKERY,4,74-01,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7184163888,77,"74-01 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
41639350,SAMANTA RESTAURANT,4,7417,METROPOLITAN AVE,MIDDLE VILLAGE,NY,11379,7188940468,77,"7417 METROPOLITAN AVE, MIDDLE VILLAGE, NY 11379"
41648218,YEE GARDEN,4,8216,ELIOT AVE,MIDDLE VILLAGE,NY,11379,7184247797,20,"8216 ELIOT AVE, MIDDLE VILLAGE, NY 11379"
41681860,MOONEY'S PUBLIC HOUSE,4,82-11/13,ELIOT AVE,MIDDLE VILLAGE,NY,11379,7184768444,47,"82-11/13 ELIOT AVE, MIDDLE VILLAGE, NY 11379"
41682679,QUICK SERVE CAFE/NATHAN'S,4,61-04,FRESH POND ROAD,MIDDLE VILLAGE,NY,11379,7183812503,03,"61-04 FRESH POND ROAD, MIDDLE VILLAGE, NY 11379"
41684033,TROPICAL RESTAURANT,4,62-27,FRESH POND ROAD,MIDDLE VILLAGE,NY,11379,7188212600,77,"62-27 FRESH POND ROAD, MIDDLE VILLAGE, NY 11379"
41688448,SUBWAY,4,66-26,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,7184567829,69,"66-26 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379"
40370745,PISCES I,4,271-02,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183478052,72,"271-02 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
40394555,LUIGI'S RESTAURANT,4,265-21,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183477136,48,"265-21 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
40395239,CAFE CARDINI,4,271-20,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183432728,48,"271-20 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
40400681,JJ PEABODY'S,4,271-11,UNION TYPKE,NEW HYDE PARK,NY,11040,7183472044,03,"271-11 UNION TYPKE, NEW HYDE PARK, NY 11040"
40690899,THE ICE BOX-RALPH'S FAMOUS ITALIAN ICES,4,264-21,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183438724,43,"264-21 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
40871752,JIAN ON CHINESE RESTAURANT,4,268-05,HILLSIDE AVENUE,NEW HYDE PARK,NY,11040,7184706538,20,"268-05 HILLSIDE AVENUE, NEW HYDE PARK, NY 11040"
41004618,MR. LO KITCHEN,4,271-11,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183439888,20,"271-11 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
41134784,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,4,271-19A,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183473065,17,"271-19A UNION TURNPIKE, NEW HYDE PARK, NY 11040"
41218281,SUBWAY,4,271-06,UNION TURNPIKE,NEW HYDE PARK,NY,11040,5163263384,70,"271-06 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
41347997,TAVERN 18,4,265-11,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183474846,03,"265-11 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
41348619,HOT BAGEL & DELI,4,271-11,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183433133,27,"271-11 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
41556815,LIU'S GARDEN,4,265-19,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183475897,20,"265-19 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
41560568,SKYLINE DINER,4,271-27,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7183471195,03,"271-27 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
41591519,BENJY'S II,4,271-11,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7189622365,62,"271-11 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
41618989,ENTRE,4,271-16,UNION TURNPIKE,NEW HYDE PARK,NY,11040,7188311000,05,"271-16 UNION TURNPIKE, NEW HYDE PARK, NY 11040"
41670504,DOMINICAN RESTAURANT 6,4,27111,UNION TPKE,NEW HYDE PARK,NY,11040,7183431170,77,"27111 UNION TPKE, NEW HYDE PARK, NY 11040"
41679882,GREEN OLIVE KOSHER PIZZA & FALAFEL,4,27111,UNION TPKE,NEW HYDE PARK,NY,11040,7189622365,62,"27111 UNION TPKE, NEW HYDE PARK, NY 11040"
30191841,DJ REYNOLDS PUB AND RESTAURANT,1,351,WEST 57 STREET,NEW YORK,NY,10019,2122452912,03,"351 WEST 57 STREET, NEW YORK, NY 10019"
40280083,THE BARCLAY INTERNATIONAL,1,111,EAST 48 STREET,NEW YORK,NY,10017,2129063134,03,"111 EAST 48 STREET, NEW YORK, NY 10017"
40356968,DELION DELI,1,729,BROADWAY,NEW YORK,NY,10003,2122603759,27,"729 BROADWAY, NEW YORK, NY 10003"
40359480,1 EAST 66TH STREET RESTAURANT,1,1,EAST 66 STREET,NEW YORK,NY,10065,2128793900,03,"1 EAST 66 STREET, NEW YORK, NY 10065"
40361521,GLORIOUS FOOD,1,522,EAST 74 STREET,NEW YORK,NY,10021,2127372140,03,"522 EAST 74 STREET, NEW YORK, NY 10021"
40361708,BULLY'S DELI,1,759,BROADWAY,NEW YORK,NY,10003,2122549755,27,"759 BROADWAY, NEW YORK, NY 10003"
40362098,HARRIET'S KITCHEN,1,502,AMSTERDAM AVE,NEW YORK,NY,10024,2127210045,18,"502 AMSTERDAM AVE, NEW YORK, NY 10024"
40362264,P & S DELI GROCERY,1,730,COLUMBUS AVE,NEW YORK,NY,10025,2129323030,03,"730 COLUMBUS AVE, NEW YORK, NY 10025"
40362274,ANGELIKA FILM CENTER,1,18,WEST HOUSTON STREET,NEW YORK,NY,10012,2129952570,03,"18 WEST HOUSTON STREET, NEW YORK, NY 10012"
40362715,THE COUNTRY CAFE,1,60,WALL STREET,NEW YORK,NY,10005,2127976913,83,"60 WALL STREET, NEW YORK, NY 10005"
40363021,DOWNTOWN DELI,1,107,CHURCH STREET,NEW YORK,NY,10007,2122332911,03,"107 CHURCH STREET, NEW YORK, NY 10007"
40363151,OLIVE'S,1,120,PRINCE STREET,NEW YORK,NY,10012,2129410111,14,"120 PRINCE STREET, NEW YORK, NY 10012"
40363298,CAFE METRO,1,625,8 AVENUE,NEW YORK,NY,10018,2127149342,03,"625 8 AVENUE, NEW YORK, NY 10018"
40363426,LEXLER DISCOUNT,1,405,LEXINGTON AVENUE,NEW YORK,NY,10017,2126870820,70,"405 LEXINGTON AVENUE, NEW YORK, NY 10017"
40363551,TABLE TALES,1,265,WATER STREET,NEW YORK,NY,10038,2127660917,03,"265 WATER STREET, NEW YORK, NY 10038"
40363630,LORENZO & MARIA'S,1,1418,THIRD AVENUE,NEW YORK,NY,10028,2127941080,03,"1418 THIRD AVENUE, NEW YORK, NY 10028"
40363644,DOMINO'S PIZZA,1,464,3 AVENUE,NEW YORK,NY,10016,2125450200,62,"464 3 AVENUE, NEW YORK, NY 10016"
40363685,BERKELY,1,437,MADISON AVE,NEW YORK,NY,10022,2128328121,03,"437 MADISON AVE, NEW YORK, NY 10022"
40363905,LUCKY STAR,1,2200,AMSTERDAM AVENUE,NEW YORK,NY,10032,2125680689,20,"2200 AMSTERDAM AVENUE, NEW YORK, NY 10032"
40363914,ROTHSCHILD CAFETERIA,1,1251,6 AVENUE,NEW YORK,NY,10019,2124033659,03,"1251 6 AVENUE, NEW YORK, NY 10019"
40363945,DOMINO'S PIZZA,1,148,WEST 72 STREET,NEW YORK,NY,10023,2125010200,62,"148 WEST 72 STREET, NEW YORK, NY 10023"
40364047,CONCESSION #7021,1,4,PENN PLAZA,NEW YORK,NY,10001,2124656370,03,"4 PENN PLAZA, NEW YORK, NY 10001"
40364139,MITCHEL LONDON FOODS,1,22A,EAST 65 STREET,NEW YORK,NY,10065,2127372850,03,"22A EAST 65 STREET, NEW YORK, NY 10065"
40364179,SPOON BREAD CATERING,1,364,WEST  110 STREET,NEW YORK,NY,10025,2128656744,03,"364 WEST  110 STREET, NEW YORK, NY 10025"
40364304,TEXAS ROTISSERIE,1,94,FULTON STREET,NEW YORK,NY,10038,2125666666,10,"94 FULTON STREET, NEW YORK, NY 10038"
40364347,METROPOLITAN CLUB,1,1,EAST 60 STREET,NEW YORK,NY,10022,2128387400,03,"1 EAST 60 STREET, NEW YORK, NY 10022"
40364355,PALM RESTAURANT,1,837,2 AVENUE,NEW YORK,NY,10017,2126872953,03,"837 2 AVENUE, NEW YORK, NY 10017"
40364362,21 CLUB,1,21,WEST 52 STREET,NEW YORK,NY,10019,2125827200,03,"21 WEST 52 STREET, NEW YORK, NY 10019"
40364373,ISLE OF CAPRI RESTURANT,1,1028,3 AVENUE,NEW YORK,NY,10065,2127581902,48,"1028 3 AVENUE, NEW YORK, NY 10065"
40364389,OLD TOWN BAR & RESTAURANT,1,45,EAST 18 STREET,NEW YORK,NY,10003,2125296732,03,"45 EAST 18 STREET, NEW YORK, NY 10003"
40364410,STAGE DELI,1,834,7 AVENUE,NEW YORK,NY,10019,2122457850,03,"834 7 AVENUE, NEW YORK, NY 10019"
40364439,SEVILLE RESTAURANT,1,62,CHARLES ST,NEW YORK,NY,10014,2129293189,53,"62 CHARLES ST, NEW YORK, NY 10014"
40364443,CRIMINAL COURT BLDG CAFETERIA,1,100,CENTRE STREET,NEW YORK,NY,10013,2129621037,03,"100 CENTRE STREET, NEW YORK, NY 10013"
40364467,NYAC MAIN DINING ROOM,1,180,CENTRAL PARK SOUTH,NEW YORK,NY,10019,2127677000,03,"180 CENTRAL PARK SOUTH, NEW YORK, NY 10019"
40364518,7B BAR,1,108,AVENUE B,NEW YORK,NY,10009,2126776742,03,"108 AVENUE B, NEW YORK, NY 10009"
40364531,CAFE ATELIER ART STUDENTS LEAGUE,1,215,WEST 57 STREET,NEW YORK,NY,10019,2122474510,03,"215 WEST 57 STREET, NEW YORK, NY 10019"
40364572,DONOHUE'S STEAK HOUSE,1,845,LEXINGTON AVENUE,NEW YORK,NY,10065,2127440938,78,"845 LEXINGTON AVENUE, NEW YORK, NY 10065"
40364576,TOUT VA BIEN,1,311,WEST 51 STREET,NEW YORK,NY,10019,2122650190,35,"311 WEST 51 STREET, NEW YORK, NY 10019"
40364668,MARCHIS RESTAURANT,1,251,EAST 31 STREET,NEW YORK,NY,10016,2126792494,48,"251 EAST 31 STREET, NEW YORK, NY 10016"
40364691,DINING ROOM,1,1-A,EAST 77 STREET,NEW YORK,NY,10021,2127341468,23,"1-A EAST 77 STREET, NEW YORK, NY 10021"
40364715,OLD HOMESTEAD,1,56,9 AVENUE,NEW YORK,NY,10011,2122429040,03,"56 9 AVENUE, NEW YORK, NY 10011"
40364863,SERENDIPITY 3,1,225,EAST 60 STREET,NEW YORK,NY,10022,2128383531,03,"225 EAST 60 STREET, NEW YORK, NY 10022"
40364958,WHITE HORSE TAVERN,1,567,HUDSON STREET,NEW YORK,NY,10014,2129893956,03,"567 HUDSON STREET, NEW YORK, NY 10014"
40365075,MCSORLEY'S OLD ALE HOUSE,1,15,EAST 7 STREET,NEW YORK,NY,10003,2122542570,47,"15 EAST 7 STREET, NEW YORK, NY 10003"
40365098,FORLINIS RESTAURANT,1,93,BAXTER STREET,NEW YORK,NY,10013,2123496779,48,"93 BAXTER STREET, NEW YORK, NY 10013"
40365166,CORNER BISTRO,1,331,WEST 4 STREET,NEW YORK,NY,10014,2122429502,03,"331 WEST 4 STREET, NEW YORK, NY 10014"
40365239,DORRIAN'S RED HAND RESTAURANT,1,1616,2 AVENUE,NEW YORK,NY,10028,2127726660,47,"1616 2 AVENUE, NEW YORK, NY 10028"
40365264,LA GRENOUILLE,1,3,EAST 52 STREET,NEW YORK,NY,10022,2127520652,35,"3 EAST 52 STREET, NEW YORK, NY 10022"
40365280,COMO PIZZA,1,4035,BROADWAY,NEW YORK,NY,10032,2129287867,62,"4035 BROADWAY, NEW YORK, NY 10032"
40365288,KEATS RESTAURANT,1,842,2 AVENUE,NEW YORK,NY,10017,2126825490,03,"842 2 AVENUE, NEW YORK, NY 10017"
40365293,ANGELO OF MULBERRY ST.,1,146,MULBERRY ST,NEW YORK,NY,10013,2129661277,48,"146 MULBERRY ST, NEW YORK, NY 10013"
40365324,OYSTER BAR,1,842,7 AVENUE,NEW YORK,NY,10019,2125866525,72,"842 7 AVENUE, NEW YORK, NY 10019"
40365348,PANCHITOS,1,103,MACDOUGAL STREET,NEW YORK,NY,10012,2124735239,55,"103 MACDOUGAL STREET, NEW YORK, NY 10012"
40365361,PRINCETON CLUB,1,15,WEST 43 STREET,NEW YORK,NY,10036,2125961272,03,"15 WEST 43 STREET, NEW YORK, NY 10036"
40365387,ARTURO'S,1,106,WEST HOUSTON STREET,NEW YORK,NY,10012,2126773820,48,"106 WEST HOUSTON STREET, NEW YORK, NY 10012"
40365414,LE PERIGORD,1,405,EAST 52 STREET,NEW YORK,NY,10022,2127556244,35,"405 EAST 52 STREET, NEW YORK, NY 10022"
40365423,REYNOLD'S BAR,1,4241,BROADWAY,NEW YORK,NY,10033,2129238927,03,"4241 BROADWAY, NEW YORK, NY 10033"
40365472,SPAIN,1,113,WEST 13 STREET,NEW YORK,NY,10011,2129299580,77,"113 WEST 13 STREET, NEW YORK, NY 10011"
40365525,DONUT PUB,1,203,WEST 14 STREET,NEW YORK,NY,10011,2129290126,29,"203 WEST 14 STREET, NEW YORK, NY 10011"
40365526,MORAN'S CHELSEA,1,146,10 AVENUE,NEW YORK,NY,10011,2126273030,23,"146 10 AVENUE, NEW YORK, NY 10011"
40365577,V & T RESTAURANT,1,1024,AMSTERDAM AVE,NEW YORK,NY,10025,2126668051,03,"1024 AMSTERDAM AVE, NEW YORK, NY 10025"
40365633,LA PARISIENNE DINER,1,910,SEVENTH AVENUE,NEW YORK,NY,10019,2127654591,03,"910 SEVENTH AVENUE, NEW YORK, NY 10019"
40365644,JOE ALLEN RESTAURANT,1,326,WEST 46 STREET,NEW YORK,NY,10036,2125816464,03,"326 WEST 46 STREET, NEW YORK, NY 10036"
40365709,IL VAGABONDO RESTAURANT,1,351,EAST 62 STREET,NEW YORK,NY,10065,2128329221,48,"351 EAST 62 STREET, NEW YORK, NY 10065"
40365726,BARBETTA RESTAURANT,1,319-321,323 W. 46TH ST.,NEW YORK,NY,10036,2122469171,48,"319-321 323 W. 46TH ST., NEW YORK, NY 10036"
40365789,PATSY'S ITALIAN RESTAURANT,1,236,WEST 56 STREET,NEW YORK,NY,10019,2122473491,48,"236 WEST 56 STREET, NEW YORK, NY 10019"
40365871,NEARY'S PUB,1,358,EAST 57 STREET,NEW YORK,NY,10022,2127511434,03,"358 EAST 57 STREET, NEW YORK, NY 10022"
40365882,NEW YORK PIZZA SUPREMA,1,413,8 AVENUE,NEW YORK,NY,10001,2125948939,62,"413 8 AVENUE, NEW YORK, NY 10001"
40365904,MEE SUM COFFEE SHOP,1,26,PELL STREET,NEW YORK,NY,10013,2123495260,14,"26 PELL STREET, NEW YORK, NY 10013"
40365942,HOP KEE RESTAURANT,1,21,MOTT STREET,NEW YORK,NY,10013,2129648365,20,"21 MOTT STREET, NEW YORK, NY 10013"
40365968,NANCY WHISKEY PUB,1,1,LISPENARD ST,NEW YORK,NY,10013,2122269943,03,"1 LISPENARD ST, NEW YORK, NY 10013"
40366157,NANNI RESTAURANT,1,146,EAST 46 STREET,NEW YORK,NY,10017,2126974161,48,"146 EAST 46 STREET, NEW YORK, NY 10017"
40366222,KILLARNEY ROSE,1,80,BEAVER STREET,NEW YORK,NY,10005,2124221486,47,"80 BEAVER STREET, NEW YORK, NY 10005"
40366284,3 STAR COFFEE SHOP,1,541,COLUMBUS AVENUE,NEW YORK,NY,10024,2128746780,03,"541 COLUMBUS AVENUE, NEW YORK, NY 10024"
40366379,BLARNEY ROCK,1,137,WEST 33 STREET,NEW YORK,NY,10001,2129470825,47,"137 WEST 33 STREET, NEW YORK, NY 10001"
40366381,DANGERFIELD'S NIGHT CLUB,1,1118,1 AVENUE,NEW YORK,NY,10065,2125931650,03,"1118 1 AVENUE, NEW YORK, NY 10065"
40366396,DESMOND'S TAVERN,1,433,PARK AVENUE SOUTH,NEW YORK,NY,10016,2126849472,03,"433 PARK AVENUE SOUTH, NEW YORK, NY 10016"
40366473,TIO PEPE,1,168,WEEST 4 STREET,NEW YORK,NY,10014,2122429338,77,"168 WEEST 4 STREET, NEW YORK, NY 10014"
40366574,BLARNEY STONE,1,11,TRINITY PLACE,NEW YORK,NY,10006,2122694988,47,"11 TRINITY PLACE, NEW YORK, NY 10006"
40366643,RIVIERA CAFE,1,225,WEST 4 STREET,NEW YORK,NY,10014,2129293250,03,"225 WEST 4 STREET, NEW YORK, NY 10014"
40366661,BABY BO'S BURRITOS,1,627,2 AVENUE,NEW YORK,NY,10016,2127792656,81,"627 2 AVENUE, NEW YORK, NY 10016"
40366716,SHUN LEE PALACE RESTAURANT,1,155,EAST 55 STREET,NEW YORK,NY,10022,2123718844,20,"155 EAST 55 STREET, NEW YORK, NY 10022"
40366728,THE PARK ROOM RESTAURANT,1,36,CENTRAL PARK SOUTH,NEW YORK,NY,10019,2123714000,03,"36 CENTRAL PARK SOUTH, NEW YORK, NY 10019"
40366773,BURGER HEAVEN,1,9,EAST 53 STREET,NEW YORK,NY,10022,2127520340,39,"9 EAST 53 STREET, NEW YORK, NY 10022"
40366973,BIG NICKS BURGER JOINT,1,2175,BROADWAY,NEW YORK,NY,10024,2123629238,39,"2175 BROADWAY, NEW YORK, NY 10024"
40366987,EL CHARRO ESPANOL,1,4,CHARLES ST,NEW YORK,NY,10014,2122429547,77,"4 CHARLES ST, NEW YORK, NY 10014"
40366993,FINNEGAN'S WAKE,1,1361,FIRST AVENUE,NEW YORK,NY,10021,2127373664,03,"1361 FIRST AVENUE, NEW YORK, NY 10021"
40367038,MEXICO LINDO RESTAURANT,1,459,2 AVENUE,NEW YORK,NY,10010,2126793665,55,"459 2 AVENUE, NEW YORK, NY 10010"
40367179,TWINS PUB,1,421,9 AVENUE,NEW YORK,NY,10001,2126431688,47,"421 9 AVENUE, NEW YORK, NY 10001"
40367189,BROOME STREET BAR,1,363,WEST BROADWAY,NEW YORK,NY,10013,2129252086,03,"363 WEST BROADWAY, NEW YORK, NY 10013"
40367241,JG MELON RESTAURANT,1,1291,3 AVENUE,NEW YORK,NY,10021,2127440585,03,"1291 3 AVENUE, NEW YORK, NY 10021"
40367313,GEORGE'S COFFEE SHOP,1,3915,BROADWAY,NEW YORK,NY,10032,2129277650,14,"3915 BROADWAY, NEW YORK, NY 10032"
40367329,EMERALD PUB,1,308,SPRING STREET,NEW YORK,NY,10013,2122268512,03,"308 SPRING STREET, NEW YORK, NY 10013"
